order_id,order_date,product,category,customer_id,price,quantity,year,month,year_month,revenue
2164,2022-01-22,Samsung S23,Smartphones,CUST-0242,951.0,1,2022,1,2022-01,951.0
1342,2022-01-22,Apple Watch,Wearables,CUST-0189,309.0,4,2022,1,2022-01,1236.0
1333,2022-01-22,Logitech MX Master 3,Accessories,CUST-0237,153.0,3,2022,1,2022-01,459.0
679,2022-01-22,JBL Flip 6,Speakers,CUST-0258,180.0,1,2022,1,2022-01,180.0
1891,2022-01-22,Apple Watch,Wearables,CUST-0275,246.0,2,2022,1,2022-01,492.0
2171,2022-01-22,Sony WH-1000XM5,Headphones,CUST-0154,383.0,4,2022,1,2022-01,1532.0
1767,2022-01-23,Logitech MX Master 3,Accessories,CUST-0166,72.0,3,2022,1,2022-01,216.0
2368,2022-01-23,Logitech MX Master 3,Accessories,CUST-0274,130.0,2,2022,1,2022-01,260.0
2710,2022-01-24,Samsung S23,Smartphones,CUST-0057,984.0,3,2022,1,2022-01,2952.0
908,2022-01-25,Apple Watch,Wearables,CUST-0295,262.0,4,2022,1,2022-01,1048.0
492,2022-01-25,Samsung S23,Smartphones,CUST-0060,950.0,3,2022,1,2022-01,2850.0
754,2022-01-25,AirPods Pro,Accessories,CUST-0157,205.0,3,2022,1,2022-01,615.0
2056,2022-01-25,Dell XPS 13,Laptops,CUST-0073,1500.0,4,2022,1,2022-01,6000.0
2987,2022-01-25,MacBook Pro,Laptops,CUST-0038,1562.0,4,2022,1,2022-01,6248.0
1238,2022-01-25,Logitech MX Master 3,Accessories,CUST-0044,249.0,4,2022,1,2022-01,996.0
294,2022-01-26,AirPods Pro,Accessories,CUST-0007,186.0,3,2022,1,2022-01,558.0
874,2022-01-26,Sony WH-1000XM5,Headphones,CUST-0014,346.0,4,2022,1,2022-01,1384.0
218,2022-01-26,MacBook Pro,Laptops,CUST-0042,1591.0,4,2022,1,2022-01,6364.0
979,2022-01-27,iPhone 14,Smartphones,CUST-0165,862.0,2,2022,1,2022-01,1724.0
1521,2022-01-27,iPhone 14,Smartphones,CUST-0092,912.0,3,2022,1,2022-01,2736.0
2808,2022-01-28,Fitbit Charge 6,Wearables,CUST-0109,270.0,4,2022,1,2022-01,1080.0
1554,2022-01-28,Apple Watch,Wearables,CUST-0200,328.0,3,2022,1,2022-01,984.0
2802,2022-01-28,Sony WH-1000XM5,Headphones,CUST-0041,342.0,2,2022,1,2022-01,684.0
1720,2022-01-28,AirPods Pro,Accessories,CUST-0267,118.0,3,2022,1,2022-01,354.0
513,2022-01-28,Apple Watch,Wearables,CUST-0129,279.0,4,2022,1,2022-01,1116.0
1520,2022-01-29,Fitbit Charge 6,Wearables,CUST-0128,328.0,1,2022,1,2022-01,328.0
1851,2022-01-29,JBL Flip 6,Speakers,CUST-0121,175.0,1,2022,1,2022-01,175.0
1771,2022-01-30,MacBook Pro,Laptops,CUST-0181,1566.0,2,2022,1,2022-01,3132.0
2084,2022-01-30,Fitbit Charge 6,Wearables,CUST-0187,211.0,1,2022,1,2022-01,211.0
971,2022-01-30,iPhone 14,Smartphones,CUST-0218,801.0,2,2022,1,2022-01,1602.0
1587,2022-01-30,Logitech MX Master 3,Accessories,CUST-0091,119.0,2,2022,1,2022-01,238.0
1578,2022-01-31,JBL Flip 6,Speakers,CUST-0069,183.0,3,2022,1,2022-01,549.0
1765,2022-01-31,AirPods Pro,Accessories,CUST-0165,78.0,2,2022,1,2022-01,156.0
2279,2022-01-31,Logitech MX Master 3,Accessories,CUST-0051,130.0,4,2022,1,2022-01,520.0
1917,2022-01-31,Logitech MX Master 3,Accessories,CUST-0082,178.0,2,2022,1,2022-01,356.0
972,2022-01-31,MacBook Pro,Laptops,CUST-0279,1545.0,2,2022,1,2022-01,3090.0
1586,2022-01-31,Sony WH-1000XM5,Headphones,CUST-0039,344.0,1,2022,1,2022-01,344.0
108,2022-02-01,Samsung S23,Smartphones,CUST-0253,834.0,3,2022,2,2022-02,2502.0
428,2022-02-01,Apple Watch,Wearables,CUST-0279,232.0,1,2022,2,2022-02,232.0
1639,2022-02-01,Fitbit Charge 6,Wearables,CUST-0075,252.0,1,2022,2,2022-02,252.0
666,2022-02-01,MacBook Pro,Laptops,CUST-0127,1445.0,1,2022,2,2022-02,1445.0
62,2022-02-02,AirPods Pro,Accessories,CUST-0135,244.0,1,2022,2,2022-02,244.0
1427,2022-02-02,iPhone 14,Smartphones,CUST-0140,843.0,1,2022,2,2022-02,843.0
775,2022-02-02,Fitbit Charge 6,Wearables,CUST-0163,302.0,3,2022,2,2022-02,906.0
2476,2022-02-03,Apple Watch,Wearables,CUST-0184,223.0,4,2022,2,2022-02,892.0
564,2022-02-05,Logitech MX Master 3,Accessories,CUST-0260,197.0,4,2022,2,2022-02,788.0
367,2022-02-05,Apple Watch,Wearables,CUST-0046,309.0,3,2022,2,2022-02,927.0
1742,2022-02-05,Sony WH-1000XM5,Headphones,CUST-0057,385.0,2,2022,2,2022-02,770.0
47,2022-02-05,Logitech MX Master 3,Accessories,CUST-0280,118.0,4,2022,2,2022-02,472.0
828,2022-02-07,Sony WH-1000XM5,Headphones,CUST-0154,239.0,1,2022,2,2022-02,239.0
2820,2022-02-07,Dell XPS 13,Laptops,CUST-0018,1585.0,4,2022,2,2022-02,6340.0
662,2022-02-08,iPhone 14,Smartphones,CUST-0090,838.0,1,2022,2,2022-02,838.0
1558,2022-02-08,Logitech MX Master 3,Accessories,CUST-0068,137.0,1,2022,2,2022-02,137.0
819,2022-02-08,AirPods Pro,Accessories,CUST-0094,212.0,3,2022,2,2022-02,636.0
2729,2022-02-09,JBL Flip 6,Speakers,CUST-0251,181.0,2,2022,2,2022-02,362.0
1136,2022-02-09,Logitech MX Master 3,Accessories,CUST-0173,184.0,3,2022,2,2022-02,552.0
829,2022-02-09,Dell XPS 13,Laptops,CUST-0279,1505.0,4,2022,2,2022-02,6020.0
853,2022-02-11,Fitbit Charge 6,Wearables,CUST-0167,275.0,1,2022,2,2022-02,275.0
1792,2022-02-13,Sony WH-1000XM5,Headphones,CUST-0230,355.0,1,2022,2,2022-02,355.0
2652,2022-02-13,Fitbit Charge 6,Wearables,CUST-0259,152.0,4,2022,2,2022-02,608.0
2595,2022-02-14,Logitech MX Master 3,Accessories,CUST-0019,58.0,1,2022,2,2022-02,58.0
1993,2022-02-14,Logitech MX Master 3,Accessories,CUST-0106,126.0,3,2022,2,2022-02,378.0
2037,2022-02-15,Apple Watch,Wearables,CUST-0052,277.0,4,2022,2,2022-02,1108.0
937,2022-02-16,JBL Flip 6,Speakers,CUST-0072,206.0,1,2022,2,2022-02,206.0
2278,2022-02-17,Fitbit Charge 6,Wearables,CUST-0235,242.0,4,2022,2,2022-02,968.0
1394,2022-02-17,Samsung S23,Smartphones,CUST-0097,968.0,1,2022,2,2022-02,968.0
534,2022-02-18,Dell XPS 13,Laptops,CUST-0213,1571.0,4,2022,2,2022-02,6284.0
928,2022-02-18,Apple Watch,Wearables,CUST-0214,350.0,1,2022,2,2022-02,350.0
1515,2022-02-18,Samsung S23,Smartphones,CUST-0206,861.0,4,2022,2,2022-02,3444.0
341,2022-02-18,Sony WH-1000XM5,Headphones,CUST-0074,262.0,4,2022,2,2022-02,1048.0
1909,2022-02-19,Logitech MX Master 3,Accessories,CUST-0056,112.0,3,2022,2,2022-02,336.0
1061,2022-02-20,Fitbit Charge 6,Wearables,CUST-0221,234.0,4,2022,2,2022-02,936.0
2307,2022-02-20,Dell XPS 13,Laptops,CUST-0029,1504.0,4,2022,2,2022-02,6016.0
1977,2022-02-20,Logitech MX Master 3,Accessories,CUST-0297,161.0,2,2022,2,2022-02,322.0
2140,2022-02-21,Logitech MX Master 3,Accessories,CUST-0176,180.0,3,2022,2,2022-02,540.0
2400,2022-02-22,AirPods Pro,Accessories,CUST-0272,220.0,4,2022,2,2022-02,880.0
1565,2022-02-22,Logitech MX Master 3,Accessories,CUST-0178,150.0,2,2022,2,2022-02,300.0
2434,2022-02-23,JBL Flip 6,Speakers,CUST-0097,243.0,4,2022,2,2022-02,972.0
1278,2022-02-23,JBL Flip 6,Speakers,CUST-0236,282.0,3,2022,2,2022-02,846.0
319,2022-02-23,Samsung S23,Smartphones,CUST-0062,944.0,4,2022,2,2022-02,3776.0
456,2022-02-23,Sony WH-1000XM5,Headphones,CUST-0160,210.0,2,2022,2,2022-02,420.0
1548,2022-02-23,Logitech MX Master 3,Accessories,CUST-0283,158.0,4,2022,2,2022-02,632.0
1979,2022-02-25,Apple Watch,Wearables,CUST-0193,223.0,3,2022,2,2022-02,669.0
542,2022-02-25,iPhone 14,Smartphones,CUST-0184,802.0,3,2022,2,2022-02,2406.0
1492,2022-02-26,Dell XPS 13,Laptops,CUST-0181,1432.0,3,2022,2,2022-02,4296.0
1441,2022-02-26,JBL Flip 6,Speakers,CUST-0106,224.0,3,2022,2,2022-02,672.0
2968,2022-02-26,Dell XPS 13,Laptops,CUST-0263,1557.0,4,2022,2,2022-02,6228.0
1244,2022-02-26,AirPods Pro,Accessories,CUST-0186,210.0,4,2022,2,2022-02,840.0
1921,2022-02-26,iPhone 14,Smartphones,CUST-0075,978.0,3,2022,2,2022-02,2934.0
1541,2022-02-27,Samsung S23,Smartphones,CUST-0246,998.0,1,2022,2,2022-02,998.0
2992,2022-02-27,Fitbit Charge 6,Wearables,CUST-0292,316.0,1,2022,2,2022-02,316.0
589,2022-02-27,Logitech MX Master 3,Accessories,CUST-0177,66.0,2,2022,2,2022-02,132.0
1722,2022-02-27,AirPods Pro,Accessories,CUST-0115,237.0,3,2022,2,2022-02,711.0
1542,2022-02-28,Dell XPS 13,Laptops,CUST-0197,1557.0,4,2022,2,2022-02,6228.0
1372,2022-03-01,Fitbit Charge 6,Wearables,CUST-0098,342.0,3,2022,3,2022-03,1026.0
336,2022-03-02,Fitbit Charge 6,Wearables,CUST-0160,256.0,1,2022,3,2022-03,256.0
2743,2022-03-02,Dell XPS 13,Laptops,CUST-0094,1505.0,1,2022,3,2022-03,1505.0
1210,2022-03-03,MacBook Pro,Laptops,CUST-0230,1512.0,2,2022,3,2022-03,3024.0
2649,2022-03-04,Fitbit Charge 6,Wearables,CUST-0196,182.0,1,2022,3,2022-03,182.0
1781,2022-03-04,iPhone 14,Smartphones,CUST-0262,826.0,2,2022,3,2022-03,1652.0
756,2022-03-04,Dell XPS 13,Laptops,CUST-0100,1481.0,3,2022,3,2022-03,4443.0
951,2022-03-05,MacBook Pro,Laptops,CUST-0139,1580.0,2,2022,3,2022-03,3160.0
2570,2022-03-06,Logitech MX Master 3,Accessories,CUST-0040,222.0,3,2022,3,2022-03,666.0
2456,2022-03-07,Dell XPS 13,Laptops,CUST-0053,1483.0,2,2022,3,2022-03,2966.0
700,2022-03-07,Dell XPS 13,Laptops,CUST-0109,1421.0,4,2022,3,2022-03,5684.0
761,2022-03-07,Apple Watch,Wearables,CUST-0094,350.0,1,2022,3,2022-03,350.0
646,2022-03-08,MacBook Pro,Laptops,CUST-0267,1463.0,2,2022,3,2022-03,2926.0
1249,2022-03-09,Apple Watch,Wearables,CUST-0150,309.0,1,2022,3,2022-03,309.0
1764,2022-03-09,Sony WH-1000XM5,Headphones,CUST-0100,286.0,3,2022,3,2022-03,858.0
1649,2022-03-10,Apple Watch,Wearables,CUST-0022,215.0,1,2022,3,2022-03,215.0
593,2022-03-11,Sony WH-1000XM5,Headphones,CUST-0086,275.0,4,2022,3,2022-03,1100.0
164,2022-03-11,Samsung S23,Smartphones,CUST-0249,965.0,1,2022,3,2022-03,965.0
849,2022-03-12,Apple Watch,Wearables,CUST-0123,298.0,1,2022,3,2022-03,298.0
2190,2022-03-13,Apple Watch,Wearables,CUST-0160,187.0,2,2022,3,2022-03,374.0
2417,2022-03-14,Fitbit Charge 6,Wearables,CUST-0045,274.0,2,2022,3,2022-03,548.0
2955,2022-03-16,JBL Flip 6,Speakers,CUST-0280,299.0,4,2022,3,2022-03,1196.0
2560,2022-03-16,Logitech MX Master 3,Accessories,CUST-0234,177.0,4,2022,3,2022-03,708.0
2433,2022-03-16,JBL Flip 6,Speakers,CUST-0015,284.0,2,2022,3,2022-03,568.0
1941,2022-03-17,AirPods Pro,Accessories,CUST-0105,199.0,4,2022,3,2022-03,796.0
1162,2022-03-17,AirPods Pro,Accessories,CUST-0189,208.0,3,2022,3,2022-03,624.0
2671,2022-03-17,AirPods Pro,Accessories,CUST-0230,116.0,4,2022,3,2022-03,464.0
103,2022-03-18,iPhone 14,Smartphones,CUST-0004,815.0,4,2022,3,2022-03,3260.0
524,2022-03-18,AirPods Pro,Accessories,CUST-0261,143.0,2,2022,3,2022-03,286.0
41,2022-03-18,Dell XPS 13,Laptops,CUST-0268,1438.0,2,2022,3,2022-03,2876.0
270,2022-03-18,Samsung S23,Smartphones,CUST-0215,836.0,3,2022,3,2022-03,2508.0
2339,2022-03-19,Dell XPS 13,Laptops,CUST-0253,1408.0,1,2022,3,2022-03,1408.0
1861,2022-03-19,iPhone 14,Smartphones,CUST-0228,990.0,3,2022,3,2022-03,2970.0
1817,2022-03-20,iPhone 14,Smartphones,CUST-0205,948.0,2,2022,3,2022-03,1896.0
85,2022-03-20,AirPods Pro,Accessories,CUST-0264,102.0,4,2022,3,2022-03,408.0
1805,2022-03-20,iPhone 14,Smartphones,CUST-0111,805.0,4,2022,3,2022-03,3220.0
119,2022-03-21,Apple Watch,Wearables,CUST-0076,158.0,3,2022,3,2022-03,474.0
2338,2022-03-22,AirPods Pro,Accessories,CUST-0180,135.0,1,2022,3,2022-03,135.0
1125,2022-03-23,MacBook Pro,Laptops,CUST-0106,1538.0,3,2022,3,2022-03,4614.0
1585,2022-03-23,Dell XPS 13,Laptops,CUST-0226,1577.0,4,2022,3,2022-03,6308.0
1404,2022-03-23,Fitbit Charge 6,Wearables,CUST-0203,223.0,1,2022,3,2022-03,223.0
1604,2022-03-23,MacBook Pro,Laptops,CUST-0291,1558.0,4,2022,3,2022-03,6232.0
1352,2022-03-24,MacBook Pro,Laptops,CUST-0105,1564.0,4,2022,3,2022-03,6256.0
518,2022-03-25,Sony WH-1000XM5,Headphones,CUST-0101,207.0,1,2022,3,2022-03,207.0
1982,2022-03-26,Apple Watch,Wearables,CUST-0285,167.0,4,2022,3,2022-03,668.0
867,2022-03-27,Samsung S23,Smartphones,CUST-0272,882.0,3,2022,3,2022-03,2646.0
470,2022-03-29,Apple Watch,Wearables,CUST-0208,255.0,2,2022,3,2022-03,510.0
626,2022-03-30,Apple Watch,Wearables,CUST-0148,273.0,1,2022,3,2022-03,273.0
327,2022-03-30,AirPods Pro,Accessories,CUST-0176,77.0,1,2022,3,2022-03,77.0
1795,2022-03-31,Samsung S23,Smartphones,CUST-0058,808.0,4,2022,3,2022-03,3232.0
2330,2022-03-31,Fitbit Charge 6,Wearables,CUST-0115,206.0,2,2022,3,2022-03,412.0
1698,2022-03-31,JBL Flip 6,Speakers,CUST-0089,240.0,1,2022,3,2022-03,240.0
2829,2022-04-01,Sony WH-1000XM5,Headphones,CUST-0262,325.0,3,2022,4,2022-04,975.0
1830,2022-04-02,Apple Watch,Wearables,CUST-0292,238.0,4,2022,4,2022-04,952.0
1958,2022-04-02,Fitbit Charge 6,Wearables,CUST-0008,298.0,1,2022,4,2022-04,298.0
1096,2022-04-02,Sony WH-1000XM5,Headphones,CUST-0223,385.0,1,2022,4,2022-04,385.0
784,2022-04-02,JBL Flip 6,Speakers,CUST-0225,299.0,1,2022,4,2022-04,299.0
2767,2022-04-03,MacBook Pro,Laptops,CUST-0259,1565.0,1,2022,4,2022-04,1565.0
1371,2022-04-04,Dell XPS 13,Laptops,CUST-0126,1556.0,3,2022,4,2022-04,4668.0
347,2022-04-05,Sony WH-1000XM5,Headphones,CUST-0029,338.0,1,2022,4,2022-04,338.0
630,2022-04-05,iPhone 14,Smartphones,CUST-0039,936.0,3,2022,4,2022-04,2808.0
146,2022-04-06,MacBook Pro,Laptops,CUST-0253,1533.0,2,2022,4,2022-04,3066.0
1389,2022-04-06,Sony WH-1000XM5,Headphones,CUST-0044,226.0,2,2022,4,2022-04,452.0
2117,2022-04-06,Samsung S23,Smartphones,CUST-0106,907.0,4,2022,4,2022-04,3628.0
2569,2022-04-08,Dell XPS 13,Laptops,CUST-0188,1456.0,3,2022,4,2022-04,4368.0
1562,2022-04-08,Fitbit Charge 6,Wearables,CUST-0017,345.0,3,2022,4,2022-04,1035.0
2851,2022-04-08,Fitbit Charge 6,Wearables,CUST-0030,194.0,4,2022,4,2022-04,776.0
2844,2022-04-09,Logitech MX Master 3,Accessories,CUST-0158,235.0,2,2022,4,2022-04,470.0
1422,2022-04-09,Fitbit Charge 6,Wearables,CUST-0200,306.0,3,2022,4,2022-04,918.0
2903,2022-04-09,Sony WH-1000XM5,Headphones,CUST-0239,212.0,2,2022,4,2022-04,424.0
2893,2022-04-10,JBL Flip 6,Speakers,CUST-0039,279.0,4,2022,4,2022-04,1116.0
1010,2022-04-10,Sony WH-1000XM5,Headphones,CUST-0264,294.0,1,2022,4,2022-04,294.0
2408,2022-04-11,MacBook Pro,Laptops,CUST-0242,1557.0,2,2022,4,2022-04,3114.0
1320,2022-04-12,iPhone 14,Smartphones,CUST-0144,910.0,2,2022,4,2022-04,1820.0
2236,2022-04-12,AirPods Pro,Accessories,CUST-0071,223.0,3,2022,4,2022-04,669.0
1915,2022-04-12,Samsung S23,Smartphones,CUST-0213,947.0,1,2022,4,2022-04,947.0
2281,2022-04-13,Dell XPS 13,Laptops,CUST-0197,1508.0,4,2022,4,2022-04,6032.0
196,2022-04-13,Dell XPS 13,Laptops,CUST-0134,1517.0,1,2022,4,2022-04,1517.0
607,2022-04-13,Logitech MX Master 3,Accessories,CUST-0268,179.0,3,2022,4,2022-04,537.0
2912,2022-04-14,Logitech MX Master 3,Accessories,CUST-0035,194.0,1,2022,4,2022-04,194.0
64,2022-04-15,Sony WH-1000XM5,Headphones,CUST-0022,357.0,2,2022,4,2022-04,714.0
836,2022-04-16,AirPods Pro,Accessories,CUST-0248,165.0,3,2022,4,2022-04,495.0
1673,2022-04-16,Apple Watch,Wearables,CUST-0130,338.0,2,2022,4,2022-04,676.0
1153,2022-04-16,Samsung S23,Smartphones,CUST-0141,970.0,2,2022,4,2022-04,1940.0
1916,2022-04-16,AirPods Pro,Accessories,CUST-0088,117.0,3,2022,4,2022-04,351.0
1075,2022-04-17,Sony WH-1000XM5,Headphones,CUST-0142,224.0,3,2022,4,2022-04,672.0
2654,2022-04-17,JBL Flip 6,Speakers,CUST-0134,119.0,3,2022,4,2022-04,357.0
547,2022-04-18,Fitbit Charge 6,Wearables,CUST-0231,304.0,2,2022,4,2022-04,608.0
2168,2022-04-18,iPhone 14,Smartphones,CUST-0258,818.0,2,2022,4,2022-04,1636.0
1670,2022-04-19,Apple Watch,Wearables,CUST-0253,179.0,1,2022,4,2022-04,179.0
100,2022-04-19,AirPods Pro,Accessories,CUST-0039,149.0,1,2022,4,2022-04,149.0
7,2022-04-20,Fitbit Charge 6,Wearables,CUST-0188,164.0,2,2022,4,2022-04,328.0
2724,2022-04-21,Fitbit Charge 6,Wearables,CUST-0163,331.0,3,2022,4,2022-04,993.0
620,2022-04-21,Fitbit Charge 6,Wearables,CUST-0277,305.0,4,2022,4,2022-04,1220.0
604,2022-04-21,Apple Watch,Wearables,CUST-0164,234.0,4,2022,4,2022-04,936.0
134,2022-04-21,JBL Flip 6,Speakers,CUST-0001,230.0,1,2022,4,2022-04,230.0
713,2022-04-21,AirPods Pro,Accessories,CUST-0184,69.0,1,2022,4,2022-04,69.0
563,2022-04-21,Apple Watch,Wearables,CUST-0118,194.0,1,2022,4,2022-04,194.0
2443,2022-04-22,iPhone 14,Smartphones,CUST-0244,961.0,4,2022,4,2022-04,3844.0
1972,2022-04-22,Apple Watch,Wearables,CUST-0104,224.0,4,2022,4,2022-04,896.0
394,2022-04-23,Sony WH-1000XM5,Headphones,CUST-0298,371.0,2,2022,4,2022-04,742.0
2959,2022-04-23,Fitbit Charge 6,Wearables,CUST-0141,301.0,2,2022,4,2022-04,602.0
2541,2022-04-23,Apple Watch,Wearables,CUST-0194,277.0,4,2022,4,2022-04,1108.0
1524,2022-04-24,Dell XPS 13,Laptops,CUST-0296,1565.0,3,2022,4,2022-04,4695.0
1301,2022-04-24,Dell XPS 13,Laptops,CUST-0191,1567.0,1,2022,4,2022-04,1567.0
562,2022-04-26,Samsung S23,Smartphones,CUST-0116,912.0,3,2022,4,2022-04,2736.0
477,2022-04-26,Sony WH-1000XM5,Headphones,CUST-0114,265.0,1,2022,4,2022-04,265.0
490,2022-04-27,JBL Flip 6,Speakers,CUST-0025,178.0,4,2022,4,2022-04,712.0
2708,2022-04-27,iPhone 14,Smartphones,CUST-0269,957.0,1,2022,4,2022-04,957.0
706,2022-04-28,Samsung S23,Smartphones,CUST-0139,978.0,1,2022,4,2022-04,978.0
2813,2022-04-28,Dell XPS 13,Laptops,CUST-0201,1551.0,4,2022,4,2022-04,6204.0
343,2022-04-29,Samsung S23,Smartphones,CUST-0219,991.0,1,2022,4,2022-04,991.0
1308,2022-04-30,Fitbit Charge 6,Wearables,CUST-0164,269.0,1,2022,4,2022-04,269.0
409,2022-04-30,AirPods Pro,Accessories,CUST-0059,118.0,1,2022,4,2022-04,118.0
1530,2022-05-01,Logitech MX Master 3,Accessories,CUST-0025,205.0,1,2022,5,2022-05,205.0
1933,2022-05-02,MacBook Pro,Laptops,CUST-0165,1524.0,1,2022,5,2022-05,1524.0
533,2022-05-03,Fitbit Charge 6,Wearables,CUST-0114,171.0,4,2022,5,2022-05,684.0
859,2022-05-03,Fitbit Charge 6,Wearables,CUST-0289,163.0,2,2022,5,2022-05,326.0
2830,2022-05-04,AirPods Pro,Accessories,CUST-0142,86.0,4,2022,5,2022-05,344.0
786,2022-05-04,Samsung S23,Smartphones,CUST-0226,955.0,1,2022,5,2022-05,955.0
51,2022-05-04,iPhone 14,Smartphones,CUST-0128,838.0,2,2022,5,2022-05,1676.0
1682,2022-05-06,JBL Flip 6,Speakers,CUST-0098,156.0,3,2022,5,2022-05,468.0
1379,2022-05-07,Logitech MX Master 3,Accessories,CUST-0168,75.0,4,2022,5,2022-05,300.0
2858,2022-05-08,Samsung S23,Smartphones,CUST-0134,873.0,2,2022,5,2022-05,1746.0
301,2022-05-08,Fitbit Charge 6,Wearables,CUST-0108,275.0,2,2022,5,2022-05,550.0
427,2022-05-09,Dell XPS 13,Laptops,CUST-0102,1418.0,2,2022,5,2022-05,2836.0
907,2022-05-09,Fitbit Charge 6,Wearables,CUST-0209,222.0,1,2022,5,2022-05,222.0
2310,2022-05-09,MacBook Pro,Laptops,CUST-0082,1487.0,3,2022,5,2022-05,4461.0
2189,2022-05-10,Logitech MX Master 3,Accessories,CUST-0135,127.0,3,2022,5,2022-05,381.0
844,2022-05-11,Logitech MX Master 3,Accessories,CUST-0228,88.0,4,2022,5,2022-05,352.0
1703,2022-05-12,MacBook Pro,Laptops,CUST-0210,1502.0,1,2022,5,2022-05,1502.0
2587,2022-05-12,Apple Watch,Wearables,CUST-0020,350.0,3,2022,5,2022-05,1050.0
300,2022-05-12,Dell XPS 13,Laptops,CUST-0210,1560.0,4,2022,5,2022-05,6240.0
2775,2022-05-12,Fitbit Charge 6,Wearables,CUST-0044,240.0,1,2022,5,2022-05,240.0
2300,2022-05-13,Dell XPS 13,Laptops,CUST-0153,1557.0,2,2022,5,2022-05,3114.0
949,2022-05-14,MacBook Pro,Laptops,CUST-0118,1598.0,2,2022,5,2022-05,3196.0
718,2022-05-14,Samsung S23,Smartphones,CUST-0179,980.0,2,2022,5,2022-05,1960.0
987,2022-05-14,Logitech MX Master 3,Accessories,CUST-0291,135.0,2,2022,5,2022-05,270.0
1887,2022-05-15,AirPods Pro,Accessories,CUST-0205,167.0,1,2022,5,2022-05,167.0
2989,2022-05-15,Sony WH-1000XM5,Headphones,CUST-0114,203.0,1,2022,5,2022-05,203.0
1387,2022-05-16,Fitbit Charge 6,Wearables,CUST-0198,295.0,2,2022,5,2022-05,590.0
2825,2022-05-16,iPhone 14,Smartphones,CUST-0081,904.0,4,2022,5,2022-05,3616.0
2218,2022-05-18,Logitech MX Master 3,Accessories,CUST-0112,144.0,1,2022,5,2022-05,144.0
1350,2022-05-18,Samsung S23,Smartphones,CUST-0132,884.0,3,2022,5,2022-05,2652.0
2275,2022-05-18,Sony WH-1000XM5,Headphones,CUST-0092,246.0,4,2022,5,2022-05,984.0
2262,2022-05-18,Fitbit Charge 6,Wearables,CUST-0223,229.0,2,2022,5,2022-05,458.0
28,2022-05-18,Sony WH-1000XM5,Headphones,CUST-0283,336.0,3,2022,5,2022-05,1008.0
603,2022-05-19,Fitbit Charge 6,Wearables,CUST-0008,301.0,4,2022,5,2022-05,1204.0
845,2022-05-19,Logitech MX Master 3,Accessories,CUST-0213,103.0,1,2022,5,2022-05,103.0
197,2022-05-19,Logitech MX Master 3,Accessories,CUST-0062,234.0,2,2022,5,2022-05,468.0
652,2022-05-20,MacBook Pro,Laptops,CUST-0132,1454.0,3,2022,5,2022-05,4362.0
316,2022-05-21,MacBook Pro,Laptops,CUST-0262,1404.0,1,2022,5,2022-05,1404.0
1718,2022-05-21,Dell XPS 13,Laptops,CUST-0076,1593.0,4,2022,5,2022-05,6372.0
2572,2022-05-21,Dell XPS 13,Laptops,CUST-0280,1497.0,3,2022,5,2022-05,4491.0
792,2022-05-22,MacBook Pro,Laptops,CUST-0267,1580.0,4,2022,5,2022-05,6320.0
1736,2022-05-22,Samsung S23,Smartphones,CUST-0015,835.0,1,2022,5,2022-05,835.0
1733,2022-05-23,Samsung S23,Smartphones,CUST-0205,908.0,2,2022,5,2022-05,1816.0
740,2022-05-23,Samsung S23,Smartphones,CUST-0295,994.0,4,2022,5,2022-05,3976.0
1762,2022-05-23,MacBook Pro,Laptops,CUST-0182,1505.0,2,2022,5,2022-05,3010.0
1294,2022-05-23,Samsung S23,Smartphones,CUST-0226,946.0,3,2022,5,2022-05,2838.0
2313,2022-05-23,iPhone 14,Smartphones,CUST-0062,846.0,3,2022,5,2022-05,2538.0
1537,2022-05-24,Samsung S23,Smartphones,CUST-0275,934.0,2,2022,5,2022-05,1868.0
1567,2022-05-24,iPhone 14,Smartphones,CUST-0007,812.0,4,2022,5,2022-05,3248.0
503,2022-05-25,Sony WH-1000XM5,Headphones,CUST-0062,348.0,2,2022,5,2022-05,696.0
152,2022-05-26,iPhone 14,Smartphones,CUST-0006,996.0,3,2022,5,2022-05,2988.0
2158,2022-05-27,Fitbit Charge 6,Wearables,CUST-0161,182.0,4,2022,5,2022-05,728.0
1227,2022-05-28,AirPods Pro,Accessories,CUST-0188,211.0,4,2022,5,2022-05,844.0
209,2022-05-28,JBL Flip 6,Speakers,CUST-0060,163.0,1,2022,5,2022-05,163.0
2676,2022-05-28,Apple Watch,Wearables,CUST-0298,329.0,4,2022,5,2022-05,1316.0
2137,2022-05-28,MacBook Pro,Laptops,CUST-0067,1436.0,3,2022,5,2022-05,4308.0
93,2022-05-28,Samsung S23,Smartphones,CUST-0096,925.0,2,2022,5,2022-05,1850.0
262,2022-05-29,iPhone 14,Smartphones,CUST-0197,947.0,3,2022,5,2022-05,2841.0
1653,2022-05-29,Dell XPS 13,Laptops,CUST-0176,1541.0,3,2022,5,2022-05,4623.0
644,2022-05-29,Apple Watch,Wearables,CUST-0125,259.0,2,2022,5,2022-05,518.0
2616,2022-05-29,JBL Flip 6,Speakers,CUST-0065,169.0,1,2022,5,2022-05,169.0
2638,2022-05-30,iPhone 14,Smartphones,CUST-0073,958.0,1,2022,5,2022-05,958.0
990,2022-05-30,AirPods Pro,Accessories,CUST-0125,187.0,3,2022,5,2022-05,561.0
